id_reserva,id_host,ciudad,id_barrio,barrio,latitud,longitud,tipo_host,precio,minimo_noches,numero_resenias,ultima_resenia,resenias_por_mes,suma_host_duenio,ocupacion_anio
48678,HBA0100,Buenos Aires,BA028,Recoleta,-34.58722,-58.39676,Private room,7653,3,1,30/12/2010,0.01,2,365
100930,HBA0225,Buenos Aires,BA003,Balvanera,-34.60475,-58.4093,Entire home/apt,2990,1,2,01/08/2011,0.02,1,331
98934,HBA0219,Buenos Aires,BA028,Recoleta,-34.5899,-58.39027,Entire home/apt,4185,1,1,09/08/2011,0.01,1,365
77942,HBA0158,Buenos Aires,BA031,San Cristobal,-34.62364,-58.39976,Private room,2990,1,1,31/01/2012,0.01,1,0
197288,HBA0390,Buenos Aires,BA028,Recoleta,-34.59243,-58.3894,Entire home/apt,2990,30,1,22/02/2012,0.01,1,356
316045,HBA0549,Buenos Aires,BA021,Palermo,-34.57892,-58.43473,Entire home/apt,5680,3,1,01/04/2012,0.01,2,365
516717,HBA0512,Buenos Aires,BA021,Palermo,-34.58008,-58.41035,Entire home/apt,2392,5,1,26/09/2012,0.01,1,365
681311,HBA1003,Buenos Aires,BA032,San Nicolas,-34.60255,-58.37109,Entire home/apt,1315,7,1,05/11/2012,0.01,1,250
784895,HBA1154,Buenos Aires,BA028,Recoleta,-34.58902,-58.39772,Private room,2392,2,1,23/11/2012,0.01,1,365
130424,HBA0274,Buenos Aires,BA021,Palermo,-34.57935,-58.43484,Entire home/apt,3229,3,9,31/12/2012,0.09,2,177
190830,HBA0378,Buenos Aires,BA017,Monserrat,-34.6148,-58.38693,Private room,1614,3,3,17/01/2013,0.03,3,365
888565,HBA0775,Buenos Aires,BA011,Colegiales,-34.57604,-58.44698,Entire home/apt,1495,30,1,29/01/2013,0.01,3,365
928850,HBA1373,Buenos Aires,BA033,San Telmo,-34.62039,-58.37427,Private room,718,7,1,18/02/2013,0.01,1,62
984852,HBA1164,Buenos Aires,BA003,Balvanera,-34.60559,-58.39423,Entire home/apt,2750,7,1,26/06/2013,0.01,5,365
76005,HBA0121,Buenos Aires,BA028,Recoleta,-34.5891,-58.39269,Entire home/apt,2392,5,6,17/08/2013,0.06,8,365
1140794,HBA1612,Buenos Aires,BA005,Belgrano,-34.56889,-58.45815,Entire home/apt,1794,60,1,04/09/2013,0.01,1,365
26258,HBA0056,Buenos Aires,BA003,Balvanera,-34.5991,-58.41053,Entire home/apt,2093,7,2,23/10/2013,0.02,2,362
1333001,HBA1786,Buenos Aires,BA028,Recoleta,-34.58771,-58.40495,Entire home/apt,2272,2,2,26/10/2013,0.03,1,358
1455087,HBA1633,Buenos Aires,BA032,San Nicolas,-34.60494,-58.39083,Private room,2033,7,1,28/10/2013,0.01,5,184
97043,HBA0214,Buenos Aires,BA032,San Nicolas,-34.60517,-58.3884,Entire home/apt,2153,28,9,25/11/2013,0.1,2,328
1343496,HBA0840,Buenos Aires,BA003,Balvanera,-34.60111,-58.40493,Entire home/apt,3707,30,2,30/11/2013,0.03,2,75
725321,HBA1054,Buenos Aires,BA021,Palermo,-34.59267,-58.41892,Private room,5082,10,2,03/12/2013,0.02,7,189
1213724,HBA1670,Buenos Aires,BA032,San Nicolas,-34.60147,-58.3908,Entire home/apt,5979,6,2,10/12/2013,0.03,1,365
925662,HBA1362,Buenos Aires,BA002,Almagro,-34.6062,-58.41563,Entire home/apt,2631,15,1,16/12/2013,0.01,2,328
288861,HBA0408,Buenos Aires,BA029,Retiro,-34.59768,-58.38452,Entire home/apt,14948,2,1,30/12/2013,0.01,15,365
317509,HBA0551,Buenos Aires,BA048,Villa Urquiza,-34.57933,-58.48522,Private room,2691,1,3,01/01/2014,0.04,2,364
2011356,HBA0943,Buenos Aires,BA002,Almagro,-34.60766,-58.41449,Entire home/apt,2272,3,1,06/01/2014,0.01,5,237
48527,HBA0100,Buenos Aires,BA028,Recoleta,-34.58543,-58.39637,Entire home/apt,7653,3,1,07/01/2014,0.01,2,365
286518,HBA0505,Buenos Aires,BA028,Recoleta,-34.59168,-58.40358,Entire home/apt,3408,14,1,16/01/2014,0.01,1,365
107220,HBA0236,Buenos Aires,BA002,Almagro,-34.59828,-58.41283,Private room,837,7,5,19/01/2014,0.05,2,365
1360430,HBA0259,Buenos Aires,BA032,San Nicolas,-34.60239,-58.38133,Entire home/apt,1674,4,11,12/02/2014,0.15,1,176
833368,HBA0154,Buenos Aires,BA021,Palermo,-34.57585,-58.42082,Entire home/apt,4185,91,4,15/02/2014,0.05,16,365
1270049,HBA1727,Buenos Aires,BA036,Villa Crespo,-34.59112,-58.43689,Entire home/apt,3887,30,1,15/02/2014,0.01,1,364
2262677,HBA0585,Buenos Aires,BA012,Constitucion,-34.6175,-58.37798,Private room,1973,1,1,17/02/2014,0.01,1,0
1671203,HBA0226,Buenos Aires,BA021,Palermo,-34.57953,-58.43332,Entire home/apt,4783,5,1,01/03/2014,0.01,24,234
2010835,HBA2333,Buenos Aires,BA011,Colegiales,-34.57966,-58.45078,Entire home/apt,2691,5,4,04/03/2014,0.06,1,359
2237710,HBA1782,Buenos Aires,BA021,Palermo,-34.58443,-58.42798,Entire home/apt,3588,2,1,05/03/2014,0.01,10,334
1192729,HBA1662,Buenos Aires,BA028,Recoleta,-34.58706,-58.38627,Entire home/apt,3588,7,2,12/03/2014,0.03,2,362
573165,HBA0506,Buenos Aires,BA021,Palermo,-34.58845,-58.43232,Entire home/apt,7175,3,2,01/04/2014,0.03,42,365
917060,HBA1359,Buenos Aires,BA011,Colegiales,-34.57432,-58.44719,Entire home/apt,2392,5,1,03/04/2014,0.01,1,352
307438,HBA0537,Buenos Aires,BA032,San Nicolas,-34.60031,-58.38902,Entire home/apt,1674,5,2,08/04/2014,0.03,1,0
1426476,HBA1377,Buenos Aires,BA028,Recoleta,-34.59709,-58.41458,Entire home/apt,3887,3,1,10/04/2014,0.01,1,365
2244059,HBA0994,Buenos Aires,BA021,Palermo,-34.59146,-58.43224,Entire home/apt,1315,30,4,18/04/2014,0.06,5,328
2016759,HBA1036,Buenos Aires,BA028,Recoleta,-34.5907,-58.40403,Entire home/apt,2033,3,2,29/04/2014,0.03,4,9
15889,HBA0021,Buenos Aires,BA003,Balvanera,-34.6029,-58.4114,Private room,2093,3,6,01/06/2014,0.06,2,365
1853929,HBA2188,Buenos Aires,BA017,Monserrat,-34.61475,-58.38379,Entire home/apt,3588,7,2,14/06/2014,0.03,2,341
1919914,HBA1036,Buenos Aires,BA028,Recoleta,-34.58883,-58.40581,Entire home/apt,2392,3,3,22/07/2014,0.04,4,346
2372468,HBA2608,Buenos Aires,BA028,Recoleta,-34.58882,-58.40415,Entire home/apt,5979,20,8,29/07/2014,0.12,1,365
2969135,HBA2939,Buenos Aires,BA033,San Telmo,-34.6177,-58.37477,Private room,1196,1,1,29/07/2014,0.02,5,363
2722192,HBA2857,Buenos Aires,BA021,Palermo,-34.5896,-58.43361,Private room,1016,5,2,31/07/2014,0.03,1,179
681263,HBA1004,Buenos Aires,BA017,Monserrat,-34.61079,-58.37719,Entire home/apt,4783,2,2,21/08/2014,0.03,85,0
675334,HBA0976,Buenos Aires,BA021,Palermo,-34.57497,-58.43588,Entire home/apt,17938,5,2,01/09/2014,0.03,15,348
861444,HBA1260,Buenos Aires,BA011,Colegiales,-34.57148,-58.44369,Entire home/apt,2691,2,11,22/09/2014,0.14,1,237
2193038,HBA2485,Buenos Aires,BA021,Palermo,-34.5899,-58.41085,Private room,1435,3,5,06/10/2014,0.08,3,365
598615,HBA0892,Buenos Aires,BA005,Belgrano,-34.55919,-58.44584,Private room,2093,5,6,14/10/2014,0.08,1,365
2165343,HBA2463,Buenos Aires,BA017,Monserrat,-34.61049,-58.37733,Entire home/apt,239,180,2,01/11/2014,0.03,1,119
817637,HBA1184,Buenos Aires,BA033,San Telmo,-34.62034,-58.37173,Private room,1136,3,2,03/11/2014,0.03,11,365
2608652,HBA2791,Buenos Aires,BA032,San Nicolas,-34.6017,-58.37989,Entire home/apt,4484,3,3,14/11/2014,0.04,3,208
671183,HBA0976,Buenos Aires,BA021,Palermo,-34.58884,-58.43401,Entire home/apt,9567,5,2,26/11/2014,0.02,15,60
570806,HBA0862,Buenos Aires,BA005,Belgrano,-34.56478,-58.45907,Entire home/apt,4783,14,7,29/12/2014,0.09,1,365
1246574,HBA0943,Buenos Aires,BA028,Recoleta,-34.59362,-58.39218,Entire home/apt,2691,2,2,05/01/2015,0.03,5,353
975163,HBA1062,Buenos Aires,BA021,Palermo,-34.57826,-58.43173,Entire home/apt,11361,7,1,06/01/2015,0.02,35,365
259843,HBA0368,Buenos Aires,BA021,Palermo,-34.5829,-58.40837,Entire home/apt,4185,4,22,07/01/2015,0.23,2,365
755315,HBA0326,Buenos Aires,BA029,Retiro,-34.5971,-58.37255,Entire home/apt,2990,13,8,13/01/2015,0.1,1,127
2339598,HBA2485,Buenos Aires,BA028,Recoleta,-34.58846,-58.4086,Private room,1794,3,3,16/01/2015,0.04,3,365
2477838,HBA2500,Buenos Aires,BA028,Recoleta,-34.59202,-58.41251,Entire home/apt,2392,4,1,01/02/2015,0.02,3,74
1688062,HBA2054,Buenos Aires,BA042,Villa Ortuzar,-34.58043,-58.46798,Entire home/apt,3946,1,2,05/02/2015,0.03,1,365
454310,HBA0723,Buenos Aires,BA028,Recoleta,-34.59063,-58.39633,Private room,2930,3,1,15/02/2015,0.02,1,0
240476,HBA0081,Buenos Aires,BA021,Palermo,-34.57649,-58.42462,Entire home/apt,2272,7,36,17/02/2015,0.37,12,363
1975711,HBA2303,Buenos Aires,BA008,Caballito,-34.6133,-58.45084,Entire home/apt,1794,2,7,18/02/2015,0.1,1,328
965578,HBA0628,Buenos Aires,BA021,Palermo,-34.5669,-58.43311,Entire home/apt,1913,90,2,21/02/2015,0.03,1,237
338778,HBA0081,Buenos Aires,BA021,Palermo,-34.57319,-58.42383,Entire home/apt,2691,7,6,22/02/2015,0.07,12,363
3951271,HBA3420,Buenos Aires,BA002,Almagro,-34.60336,-58.42391,Entire home/apt,3588,5,5,16/03/2015,0.08,1,0
1847421,HBA0300,Buenos Aires,BA033,San Telmo,-34.6202,-58.37476,Entire home/apt,2272,3,4,22/03/2015,0.06,1,85
1762302,HBA0751,Buenos Aires,BA042,Villa Ortuzar,-34.58013,-58.4658,Entire home/apt,2392,7,7,31/03/2015,0.11,1,228
2362490,HBA2512,Buenos Aires,BA029,Retiro,-34.59738,-58.37696,Entire home/apt,2093,15,33,04/04/2015,0.48,2,179
2746696,HBA1069,Buenos Aires,BA021,Palermo,-34.58277,-58.43519,Private room,2093,5,12,08/04/2015,0.18,1,364
3910939,HBA3393,Buenos Aires,BA021,Palermo,-34.57843,-58.42457,Entire home/apt,4185,30,2,09/04/2015,0.03,1,365
875289,HBA0976,Buenos Aires,BA021,Palermo,-34.58547,-58.42565,Entire home/apt,6816,5,2,10/04/2015,0.03,15,318
1959063,HBA1062,Buenos Aires,BA033,San Telmo,-34.62489,-58.37083,Entire home/apt,14350,3,2,13/04/2015,0.03,35,358
415338,HBA0686,Buenos Aires,BA021,Palermo,-34.58446,-58.42855,Private room,1674,3,22,14/04/2015,0.27,1,365
3191722,HBA3097,Buenos Aires,BA021,Palermo,-34.57924,-58.4144,Entire home/apt,3229,3,2,20/04/2015,0.03,1,364
570686,HBA0183,Buenos Aires,BA021,Palermo,-34.58356,-58.43426,Entire home/apt,8969,5,3,30/04/2015,0.04,10,365
702977,HBA0915,Buenos Aires,BA033,San Telmo,-34.61758,-58.36935,Private room,419,3,8,04/05/2015,0.11,9,0
2008374,HBA2332,Buenos Aires,BA006,Boca,-34.63235,-58.37028,Private room,1614,1,1,05/05/2015,0.02,3,313
2479310,HBA2660,Buenos Aires,BA021,Palermo,-34.56845,-58.44748,Entire home/apt,2093,90,3,07/05/2015,0.05,2,345
299360,HBA0494,Buenos Aires,BA021,Palermo,-34.59207,-58.41525,Entire home/apt,9567,1,10,16/05/2015,0.11,33,0
350436,HBA0614,Buenos Aires,BA021,Palermo,-34.57367,-58.43337,Entire home/apt,4006,15,1,16/05/2015,0.02,3,344
3488682,HBA3215,Buenos Aires,BA021,Palermo,-34.57788,-58.41169,Entire home/apt,7175,1,1,17/05/2015,0.02,1,0
288076,HBA0011,Buenos Aires,BA021,Palermo,-34.59376,-58.42903,Private room,2392,1,4,19/05/2015,0.06,7,360
2432477,HBA0627,Buenos Aires,BA021,Palermo,-34.5826,-58.40512,Entire home/apt,2392,3,5,20/05/2015,0.08,6,268
3039238,HBA0345,Buenos Aires,BA021,Palermo,-34.58501,-58.43791,Entire home/apt,14948,2,17,22/05/2015,0.26,1,364
1082898,HBA1333,Buenos Aires,BA011,Colegiales,-34.57632,-58.45677,Entire home/apt,1256,7,11,11/06/2015,0.16,2,320
1032513,HBA0066,Buenos Aires,BA032,San Nicolas,-34.60019,-58.37264,Private room,1495,3,3,14/06/2015,0.04,7,365
61882,HBA0066,Buenos Aires,BA032,San Nicolas,-34.60142,-58.37094,Private room,1614,3,9,17/06/2015,0.08,7,365
2000751,HBA2326,Buenos Aires,BA028,Recoleta,-34.58769,-58.38593,Private room,2272,2,36,18/06/2015,0.5,1,365
3439496,HBA3194,Buenos Aires,BA029,Retiro,-34.59415,-58.38686,Entire home/apt,2093,1,3,30/06/2015,0.05,1,364
823029,HBA0255,Buenos Aires,BA021,Palermo,-34.57909,-58.40983,Entire home/apt,17878,7,2,12/07/2015,0.02,2,364
932933,HBA1384,Buenos Aires,BA002,Almagro,-34.60749,-58.4198,Entire home/apt,1794,14,1,12/07/2015,0.02,1,207
3786833,HBA3344,Buenos Aires,BA002,Almagro,-34.59842,-58.41319,Entire home/apt,3588,3,2,17/07/2015,0.03,1,365
3256616,HBA2603,Buenos Aires,BA019,Nuniez,-34.55571,-58.4678,Entire home/apt,2691,30,3,23/07/2015,0.05,3,267
2022264,HBA1521,Buenos Aires,BA002,Almagro,-34.60239,-58.42195,Entire home/apt,2691,300,3,18/08/2015,0.04,1,365
1190026,HBA1627,Buenos Aires,BA021,Palermo,-34.58172,-58.4324,Entire home/apt,5979,15,4,31/08/2015,0.06,1,268
125123,HBA0260,Buenos Aires,BA011,Colegiales,-34.57353,-58.45365,Private room,1076,3,3,01/09/2015,0.04,2,364
2465041,HBA2485,Buenos Aires,BA028,Recoleta,-34.59252,-58.40931,Private room,1495,3,2,01/09/2015,0.04,3,365
776410,HBA1122,Buenos Aires,BA011,Colegiales,-34.57685,-58.44886,Entire home/apt,1973,21,4,26/09/2015,0.05,1,363
3559556,HBA1308,Buenos Aires,BA002,Almagro,-34.60058,-58.41656,Entire home/apt,1734,3,1,07/10/2015,0.02,1,0
3568413,HBA3249,Buenos Aires,BA021,Palermo,-34.58183,-58.40641,Entire home/apt,3588,2,1,16/10/2015,0.02,1,363
3961913,HBA3428,Buenos Aires,BA017,Monserrat,-34.61461,-58.37535,Private room,538,1,1,29/10/2015,0.02,2,0
1016481,HBA0637,Buenos Aires,BA028,Recoleta,-34.59386,-58.39027,Entire home/apt,20927,4,6,08/11/2015,0.08,55,78
4032476,HBA3457,Buenos Aires,BA004,Barracas,-34.62921,-58.37082,Entire home/apt,2631,3,3,11/11/2015,0.06,1,363
824335,HBA1216,Buenos Aires,BA028,Recoleta,-34.58622,-58.38969,Entire home/apt,3588,3,13,13/11/2015,0.18,1,268
1966038,HBA2159,Buenos Aires,BA003,Balvanera,-34.6035,-58.40857,Entire home/apt,3109,5,3,18/11/2015,0.05,6,365
927783,HBA1375,Buenos Aires,BA028,Recoleta,-34.59589,-58.41443,Private room,4783,2,1,06/12/2015,0.02,5,365
3258238,HBA2796,Buenos Aires,BA011,Colegiales,-34.58126,-58.44606,Entire home/apt,2392,5,4,06/12/2015,0.06,1,0
2755765,HBA2877,Buenos Aires,BA021,Palermo,-34.5811,-58.41245,Entire home/apt,4185,2,1,19/12/2015,0.02,1,328
794397,HBA1164,Buenos Aires,BA028,Recoleta,-34.59769,-58.40934,Entire home/apt,2332,4,2,24/12/2015,0.03,5,365
2418496,HBA1756,Buenos Aires,BA021,Palermo,-34.5879,-58.43092,Entire home/apt,2451,130,2,24/12/2015,0.04,1,7
525392,HBA0633,Buenos Aires,BA021,Palermo,-34.58826,-58.42152,Entire home/apt,3408,3,6,26/12/2015,0.09,14,115
687893,HBA0915,Buenos Aires,BA033,San Telmo,-34.61879,-58.3703,Private room,658,3,2,30/12/2015,0.03,9,0
3092774,HBA3036,Buenos Aires,BA002,Almagro,-34.60457,-58.43128,Entire home/apt,1435,15,5,30/12/2015,0.08,1,347
621503,HBA0889,Buenos Aires,BA021,Palermo,-34.58531,-58.4245,Entire home/apt,5979,2,2,01/01/2016,0.04,1,247
2127534,HBA0506,Buenos Aires,BA029,Retiro,-34.59687,-58.37857,Entire home/apt,10165,3,1,02/01/2016,0.02,42,365
2137985,HBA2435,Buenos Aires,BA003,Balvanera,-34.60722,-58.3953,Entire home/apt,3229,5,11,02/01/2016,0.18,1,297
2459893,HBA2338,Buenos Aires,BA036,Villa Crespo,-34.59278,-58.43918,Entire home/apt,2093,2,8,02/01/2016,0.12,1,0
1088555,HBA0139,Buenos Aires,BA017,Monserrat,-34.6095,-58.38456,Entire home/apt,2990,5,2,03/01/2016,0.03,2,362
1360729,HBA1732,Buenos Aires,BA021,Palermo,-34.58235,-58.42679,Entire home/apt,2990,4,25,03/01/2016,0.33,1,358
848646,HBA1194,Buenos Aires,BA021,Palermo,-34.58089,-58.42672,Entire home/apt,5381,3,18,07/01/2016,0.24,3,328
2228043,HBA2515,Buenos Aires,BA021,Palermo,-34.58363,-58.43417,Entire home/apt,2332,7,5,10/01/2016,0.07,1,0
1993961,HBA2241,Buenos Aires,BA009,Chacarita,-34.58866,-58.4509,Entire home/apt,4185,3,3,14/01/2016,0.04,1,83
3539851,HBA2246,Buenos Aires,BA021,Palermo,-34.57985,-58.42456,Entire home/apt,3588,2,13,14/01/2016,0.21,1,359
1242572,HBA1704,Buenos Aires,BA033,San Telmo,-34.61703,-58.37211,Entire home/apt,3348,7,1,19/01/2016,0.02,1,315
1023538,HBA0258,Buenos Aires,BA028,Recoleta,-34.5856,-58.39318,Entire home/apt,4126,1,4,01/02/2016,0.05,1,268
720354,HBA0915,Buenos Aires,BA033,San Telmo,-34.6189,-58.37053,Private room,658,4,2,11/02/2016,0.02,9,53
3032452,HBA2584,Buenos Aires,BA021,Palermo,-34.59068,-58.41287,Entire home/apt,3109,3,24,19/02/2016,0.38,1,71
3155497,HBA2743,Buenos Aires,BA003,Balvanera,-34.61122,-58.39796,Private room,2691,3,10,20/02/2016,0.19,3,177
3857808,HBA3334,Buenos Aires,BA021,Palermo,-34.56788,-58.44479,Entire home/apt,2093,4,13,22/02/2016,0.2,1,309
457140,HBA0725,Buenos Aires,BA021,Palermo,-34.59337,-58.43031,Private room,2990,3,37,28/02/2016,0.4,1,304
1355115,HBA1802,Buenos Aires,BA028,Recoleta,-34.58426,-58.40351,Entire home/apt,5979,30,26,01/03/2016,0.37,1,358
3711265,HBA2198,Buenos Aires,BA021,Palermo,-34.58543,-58.41602,Private room,718,7,2,16/03/2016,0.04,2,0
3792882,HBA3348,Buenos Aires,BA021,Palermo,-34.57648,-58.43276,Entire home/apt,4126,14,2,18/03/2016,0.04,2,328
817636,HBA1184,Buenos Aires,BA033,San Telmo,-34.62092,-58.37338,Private room,1794,3,3,20/03/2016,0.04,11,365
2163918,HBA1333,Buenos Aires,BA036,Villa Crespo,-34.59921,-58.44261,Entire home/apt,1136,15,1,22/03/2016,0.02,2,345
858011,HBA1045,Buenos Aires,BA021,Palermo,-34.58286,-58.42313,Entire home/apt,3289,2,51,24/03/2016,0.61,1,365
3914587,HBA2022,Buenos Aires,BA021,Palermo,-34.5792,-58.41078,Entire home/apt,2332,4,4,26/03/2016,0.07,1,328
281173,HBA0504,Buenos Aires,BA021,Palermo,-34.56571,-58.44036,Private room,718,3,3,28/03/2016,0.07,1,363
789487,HBA1164,Buenos Aires,BA021,Palermo,-34.59715,-58.4174,Entire home/apt,2332,4,3,31/03/2016,0.05,5,333
320718,HBA0557,Buenos Aires,BA021,Palermo,-34.58187,-58.42673,Entire home/apt,5381,3,4,15/04/2016,0.07,1,53
2107687,HBA2390,Buenos Aires,BA011,Colegiales,-34.57154,-58.44994,Entire home/apt,2990,15,1,17/04/2016,0.02,1,297
806108,HBA1194,Buenos Aires,BA029,Retiro,-34.59502,-58.38601,Entire home/apt,2750,3,35,24/04/2016,0.43,3,330
943640,HBA0836,Buenos Aires,BA028,Recoleta,-34.58696,-58.4053,Entire home/apt,2093,3,7,25/04/2016,0.11,3,365
3226782,HBA1752,Buenos Aires,BA021,Palermo,-34.58623,-58.44044,Entire home/apt,4484,15,1,02/05/2016,0.02,1,285
2302979,HBA2362,Buenos Aires,BA036,Villa Crespo,-34.59703,-58.4338,Entire home/apt,7175,15,3,03/05/2016,0.05,1,365
2269342,HBA2538,Buenos Aires,BA002,Almagro,-34.60501,-58.4266,Entire home/apt,2332,1,13,08/05/2016,0.19,2,207
1179721,HBA1330,Buenos Aires,BA003,Balvanera,-34.60211,-58.3979,Entire home/apt,3109,2,3,16/05/2016,0.04,1,362
3789027,HBA3236,Buenos Aires,BA021,Palermo,-34.59348,-58.41421,Private room,2093,1,26,27/05/2016,0.42,1,365
590806,HBA0651,Buenos Aires,BA003,Balvanera,-34.61512,-58.39281,Private room,1375,1,39,30/05/2016,0.45,1,365
3726415,HBA2858,Buenos Aires,BA028,Recoleta,-34.59438,-58.39118,Private room,2392,4,11,24/06/2016,0.18,3,363
568579,HBA0584,Buenos Aires,BA021,Palermo,-34.58499,-58.41955,Entire home/apt,4185,3,3,07/07/2016,0.05,1,365
3026522,HBA0337,Buenos Aires,BA028,Recoleta,-34.58714,-58.40863,Entire home/apt,2332,2,32,12/07/2016,0.48,1,23
1020782,HBA1511,Buenos Aires,BA021,Palermo,-34.5869,-58.44014,Entire home/apt,4185,3,12,19/07/2016,0.16,3,246
1186000,HBA1656,Buenos Aires,BA029,Retiro,-34.5966,-58.37813,Private room,2392,2,2,23/07/2016,0.05,2,365
333282,HBA0582,Buenos Aires,BA032,San Nicolas,-34.59929,-58.37899,Private room,2392,2,22,28/07/2016,0.23,1,365
1810914,HBA1509,Buenos Aires,BA028,Recoleta,-34.58642,-58.38936,Entire home/apt,2392,4,2,28/07/2016,0.03,35,364
1089108,HBA1511,Buenos Aires,BA021,Palermo,-34.58681,-58.43861,Entire home/apt,2392,3,7,30/07/2016,0.1,3,236
1305099,HBA1757,Buenos Aires,BA033,San Telmo,-34.62329,-58.3682,Entire home/apt,2392,30,13,31/07/2016,0.18,2,362
1840181,HBA0633,Buenos Aires,BA017,Monserrat,-34.61128,-58.37154,Entire home/apt,11958,7,1,31/07/2016,0.02,14,89
3541472,HBA3037,Buenos Aires,BA019,Nuniez,-34.55071,-58.46709,Private room,1196,1,10,07/08/2016,0.16,1,328
331371,HBA0578,Buenos Aires,BA036,Villa Crespo,-34.59285,-58.4419,Entire home/apt,1555,3,22,08/08/2016,0.24,1,345
777709,HBA0794,Buenos Aires,BA021,Palermo,-34.58633,-58.41684,Entire home/apt,2033,14,13,09/08/2016,0.17,1,363
1711543,HBA2047,Buenos Aires,BA003,Balvanera,-34.6166,-58.39254,Private room,598,20,16,12/08/2016,0.25,1,364
3142861,HBA0685,Buenos Aires,BA028,Recoleta,-34.58877,-58.39921,Entire home/apt,2691,2,48,23/08/2016,0.78,1,328
2019015,HBA0394,Buenos Aires,BA028,Recoleta,-34.59253,-58.39513,Entire home/apt,598,3,5,31/08/2016,0.07,6,268
684500,HBA0526,Buenos Aires,BA021,Palermo,-34.58581,-58.42477,Entire home/apt,2093,5,22,11/10/2016,0.26,9,303
848620,HBA1194,Buenos Aires,BA028,Recoleta,-34.58425,-58.40489,Entire home/apt,2990,3,15,22/10/2016,0.22,3,328
862957,HBA0521,Buenos Aires,BA021,Palermo,-34.59004,-58.42485,Private room,1196,3,16,01/11/2016,0.19,6,298
2481739,HBA2357,Buenos Aires,BA028,Recoleta,-34.58711,-58.40585,Entire home/apt,3588,3,6,09/11/2016,0.1,7,365
3316090,HBA2004,Buenos Aires,BA021,Palermo,-34.58707,-58.41358,Entire home/apt,5979,1,1,13/11/2016,0.03,1,365
801415,HBA1184,Buenos Aires,BA033,San Telmo,-34.62538,-58.37497,Private room,1734,3,5,17/11/2016,0.06,11,365
4011839,HBA3447,Buenos Aires,BA017,Monserrat,-34.61404,-58.37232,Entire home/apt,5082,3,2,19/11/2016,0.04,1,362
932576,HBA0836,Buenos Aires,BA028,Recoleta,-34.58697,-58.40163,Entire home/apt,5860,3,2,21/11/2016,0.04,3,0
2778481,HBA2625,Buenos Aires,BA028,Recoleta,-34.59274,-58.39833,Entire home/apt,2392,180,38,27/11/2016,0.56,1,358
738021,HBA1078,Buenos Aires,BA032,San Nicolas,-34.60331,-58.38433,Entire home/apt,2272,3,1,28/11/2016,0.03,1,144
1403834,HBA1509,Buenos Aires,BA028,Recoleta,-34.58824,-58.38465,Entire home/apt,2392,3,1,06/12/2016,0.03,35,309
2577656,HBA2357,Buenos Aires,BA028,Recoleta,-34.58693,-58.40813,Entire home/apt,2990,5,3,06/12/2016,0.05,7,365
2722199,HBA2858,Buenos Aires,BA028,Recoleta,-34.59428,-58.38966,Private room,2990,30,3,09/12/2016,0.05,3,309
1745316,HBA2105,Buenos Aires,BA021,Palermo,-34.58125,-58.42616,Entire home/apt,2631,14,7,10/12/2016,0.1,1,365
3586057,HBA2306,Buenos Aires,BA033,San Telmo,-34.62042,-58.37549,Entire home/apt,1794,1,2,13/12/2016,0.04,3,359
2389447,HBA2624,Buenos Aires,BA028,Recoleta,-34.58434,-58.40119,Entire home/apt,5979,7,11,15/12/2016,0.19,1,0
1179949,HBA0247,Buenos Aires,BA002,Almagro,-34.60279,-58.43275,Private room,897,1,5,16/12/2016,0.06,5,365
760662,HBA0328,Buenos Aires,BA021,Palermo,-34.58577,-58.416,Entire home/apt,1435,15,9,20/12/2016,0.12,5,365
1321141,HBA1773,Buenos Aires,BA028,Recoleta,-34.58527,-58.39595,Private room,1375,1,10,21/12/2016,0.14,1,0
3529617,HBA1228,Buenos Aires,BA033,San Telmo,-34.61807,-58.36946,Entire home/apt,5979,7,3,23/12/2016,0.05,10,245
662137,HBA0977,Buenos Aires,BA021,Palermo,-34.5955,-58.42216,Entire home/apt,1973,7,8,26/12/2016,0.09,1,328
292877,HBA0521,Buenos Aires,BA021,Palermo,-34.59115,-58.42319,Private room,1913,3,10,27/12/2016,0.1,6,365
596308,HBA0888,Buenos Aires,BA032,San Nicolas,-34.60525,-58.37878,Entire home/apt,4185,3,2,27/12/2016,0.05,2,365
475009,HBA0592,Buenos Aires,BA021,Palermo,-34.58235,-58.42851,Entire home/apt,1794,90,1,30/12/2016,0.03,1,365
1588235,HBA1062,Buenos Aires,BA021,Palermo,-34.58208,-58.43272,Entire home/apt,7474,5,1,02/01/2017,0.03,35,365
2014080,HBA2337,Buenos Aires,BA021,Palermo,-34.5837,-58.44397,Entire home/apt,3767,1,4,02/01/2017,0.06,1,0
2506469,HBA2616,Buenos Aires,BA021,Palermo,-34.58847,-58.43125,Entire home/apt,1794,4,2,03/01/2017,0.06,1,0
947319,HBA0235,Buenos Aires,BA036,Villa Crespo,-34.59854,-58.4304,Entire home/apt,1973,5,9,08/01/2017,0.12,1,344
3227488,HBA0367,Buenos Aires,BA033,San Telmo,-34.61776,-58.37495,Private room,1435,2,19,26/01/2017,0.3,1,0
1323164,HBA1774,Buenos Aires,BA031,San Cristobal,-34.62543,-58.39571,Private room,897,1,4,28/01/2017,0.11,2,0
